Hora,KW,Meses,Días de la Semana,kW_promedio(Hora),kW_promedio(Meses),kW_promedio(Semana)
8,0.0,4,1,5308.418885844749,294.91764814814815,5044.38390825688
8,0.0,4,1,5308.418885844749,294.91764814814815,5044.38390825688
9,0.0,4,1,5479.359068067611,294.91764814814815,5044.38390825688
9,0.0,4,1,5479.359068067611,294.91764814814815,5044.38390825688
9,0.0,4,1,5479.359068067611,294.91764814814815,5044.38390825688
9,0.0,4,1,5479.359068067611,294.91764814814815,5044.38390825688
9,0.0,4,1,5479.359068067611,294.91764814814815,5044.38390825688
9,0.0,4,1,5479.359068067611,294.91764814814815,5044.38390825688
10,0.0,4,1,5454.895655550479,294.91764814814815,5044.38390825688
10,0.0,4,1,5454.895655550479,294.91764814814815,5044.38390825688
10,0.0,4,1,5454.895655550479,294.91764814814815,5044.38390825688
10,0.0,4,1,5454.895655550479,294.91764814814815,5044.38390825688
10,0.0,4,1,5454.895655550479,294.91764814814815,5044.38390825688
10,0.0,4,1,5454.895655550479,294.91764814814815,5044.38390825688
11,0.0,4,1,5369.6498812785385,294.91764814814815,5044.38390825688
11,0.0,4,1,5369.6498812785385,294.91764814814815,5044.38390825688
11,0.0,4,1,5369.6498812785385,294.91764814814815,5044.38390825688
11,0.0,4,1,5369.6498812785385,294.91764814814815,5044.38390825688
11,0.0,4,1,5369.6498812785385,294.91764814814815,5044.38390825688
11,0.0,4,1,5369.6498812785385,294.91764814814815,5044.38390825688
12,0.0,4,1,5347.095989036089,294.91764814814815,5044.38390825688
12,0.0,4,1,5347.095989036089,294.91764814814815,5044.38390825688
12,0.0,4,1,5347.095989036089,294.91764814814815,5044.38390825688
12,0.0,4,1,5347.095989036089,294.91764814814815,5044.38390825688
12,0.0,4,1,5347.095989036089,294.91764814814815,5044.38390825688
12,0.0,4,1,5347.095989036089,294.91764814814815,5044.38390825688
13,0.0,4,1,5666.37997715852,294.91764814814815,5044.38390825688
13,0.0,4,1,5666.37997715852,294.91764814814815,5044.38390825688
13,0.0,4,1,5666.37997715852,294.91764814814815,5044.38390825688
13,0.0,4,1,5666.37997715852,294.91764814814815,5044.38390825688
13,0.0,4,1,5666.37997715852,294.91764814814815,5044.38390825688
13,0.0,4,1,5666.37997715852,294.91764814814815,5044.38390825688
14,0.0,4,1,5624.91337912088,294.91764814814815,5044.38390825688
14,0.0,4,1,5624.91337912088,294.91764814814815,5044.38390825688
14,0.0,4,1,5624.91337912088,294.91764814814815,5044.38390825688
14,0.0,4,1,5624.91337912088,294.91764814814815,5044.38390825688
14,0.0,4,1,5624.91337912088,294.91764814814815,5044.38390825688
14,0.0,4,1,5624.91337912088,294.91764814814815,5044.38390825688
15,0.0,4,1,5407.430425824176,294.91764814814815,5044.38390825688
15,0.0,4,1,5407.430425824176,294.91764814814815,5044.38390825688
15,0.0,4,1,5407.430425824176,294.91764814814815,5044.38390825688
15,0.0,4,1,5407.430425824176,294.91764814814815,5044.38390825688
15,0.0,4,1,5407.430425824176,294.91764814814815,5044.38390825688
15,0.0,4,1,5407.430425824176,294.91764814814815,5044.38390825688
16,0.0,4,1,5072.167733516483,294.91764814814815,5044.38390825688
16,0.0,4,1,5072.167733516483,294.91764814814815,5044.38390825688
16,0.0,4,1,5072.167733516483,294.91764814814815,5044.38390825688
16,0.0,4,1,5072.167733516483,294.91764814814815,5044.38390825688
16,0.0,4,1,5072.167733516483,294.91764814814815,5044.38390825688
16,0.0,4,1,5072.167733516483,294.91764814814815,5044.38390825688
17,0.0,4,1,4452.802573260074,294.91764814814815,5044.38390825688
17,0.0,4,1,4452.802573260074,294.91764814814815,5044.38390825688
17,0.0,4,1,4452.802573260074,294.91764814814815,5044.38390825688
17,0.0,4,1,4452.802573260074,294.91764814814815,5044.38390825688
17,0.0,4,1,4452.802573260074,294.91764814814815,5044.38390825688
17,0.0,4,1,4452.802573260074,294.91764814814815,5044.38390825688
18,0.0,4,1,4100.877545787546,294.91764814814815,5044.38390825688
18,0.0,4,1,4100.877545787546,294.91764814814815,5044.38390825688
18,0.0,4,1,4100.877545787546,294.91764814814815,5044.38390825688
18,0.0,4,1,4100.877545787546,294.91764814814815,5044.38390825688
18,0.0,4,1,4100.877545787546,294.91764814814815,5044.38390825688
18,0.0,4,1,4100.877545787546,294.91764814814815,5044.38390825688
19,0.0,4,1,3881.0380128205124,294.91764814814815,5044.38390825688
19,0.0,4,1,3881.0380128205124,294.91764814814815,5044.38390825688
19,0.0,4,1,3881.0380128205124,294.91764814814815,5044.38390825688
19,0.0,4,1,3881.0380128205124,294.91764814814815,5044.38390825688
19,0.0,4,1,3881.0380128205124,294.91764814814815,5044.38390825688
19,0.0,4,1,3881.0380128205124,294.91764814814815,5044.38390825688
20,0.0,4,1,3863.189253663004,294.91764814814815,5044.38390825688
20,0.0,4,1,3863.189253663004,294.91764814814815,5044.38390825688
20,0.0,4,1,3863.189253663004,294.91764814814815,5044.38390825688
20,0.0,4,1,3863.189253663004,294.91764814814815,5044.38390825688
20,0.0,4,1,3863.189253663004,294.91764814814815,5044.38390825688
20,0.0,4,1,3863.189253663004,294.91764814814815,5044.38390825688
21,0.0,4,1,3721.884642857143,294.91764814814815,5044.38390825688
21,0.0,4,1,3721.884642857143,294.91764814814815,5044.38390825688
21,0.0,4,1,3721.884642857143,294.91764814814815,5044.38390825688
21,0.0,4,1,3721.884642857143,294.91764814814815,5044.38390825688
21,0.0,4,1,3721.884642857143,294.91764814814815,5044.38390825688
21,0.0,4,1,3721.884642857143,294.91764814814815,5044.38390825688
22,0.0,4,1,3521.370782967033,294.91764814814815,5044.38390825688
22,0.0,4,1,3521.370782967033,294.91764814814815,5044.38390825688
22,0.0,4,1,3521.370782967033,294.91764814814815,5044.38390825688
22,0.0,4,1,3521.370782967033,294.91764814814815,5044.38390825688
22,0.0,4,1,3521.370782967033,294.91764814814815,5044.38390825688
22,0.0,4,1,3521.370782967033,294.91764814814815,5044.38390825688
23,0.0,4,1,3374.662664835165,294.91764814814815,5044.38390825688
23,0.0,4,1,3374.662664835165,294.91764814814815,5044.38390825688
23,0.0,4,1,3374.662664835165,294.91764814814815,5044.38390825688
23,0.0,4,1,3374.662664835165,294.91764814814815,5044.38390825688
23,0.0,4,1,3374.662664835165,294.91764814814815,5044.38390825688
23,0.0,4,1,3374.662664835165,294.91764814814815,5044.38390825688
0,0.0,4,2,3319.424849177331,294.91764814814815,4894.155759113366
0,0.0,4,2,3319.424849177331,294.91764814814815,4894.155759113366
0,0.0,4,2,3319.424849177331,294.91764814814815,4894.155759113366
0,0.0,4,2,3319.424849177331,294.91764814814815,4894.155759113366
0,0.0,4,2,3319.424849177331,294.91764814814815,4894.155759113366
0,0.0,4,2,3319.424849177331,294.91764814814815,4894.155759113366
1,0.0,4,2,3325.8611461187215,294.91764814814815,4894.155759113366
1,0.0,4,2,3325.8611461187215,294.91764814814815,4894.155759113366
1,0.0,4,2,3325.8611461187215,294.91764814814815,4894.155759113366
1,0.0,4,2,3325.8611461187215,294.91764814814815,4894.155759113366
1,0.0,4,2,3325.8611461187215,294.91764814814815,4894.155759113366
1,0.0,4,2,3325.8611461187215,294.91764814814815,4894.155759113366
2,0.0,4,2,3353.5758538812784,294.91764814814815,4894.155759113366
2,0.0,4,2,3353.5758538812784,294.91764814814815,4894.155759113366
2,0.0,4,2,3353.5758538812784,294.91764814814815,4894.155759113366
2,0.0,4,2,3353.5758538812784,294.91764814814815,4894.155759113366
2,0.0,4,2,3353.5758538812784,294.91764814814815,4894.155759113366
2,0.0,4,2,3353.5758538812784,294.91764814814815,4894.155759113366
3,0.0,4,2,3341.835109589041,294.91764814814815,4894.155759113366
3,0.0,4,2,3341.835109589041,294.91764814814815,4894.155759113366
3,0.0,4,2,3341.835109589041,294.91764814814815,4894.155759113366
3,0.0,4,2,3341.835109589041,294.91764814814815,4894.155759113366
3,0.0,4,2,3341.835109589041,294.91764814814815,4894.155759113366
3,0.0,4,2,3341.835109589041,294.91764814814815,4894.155759113366
4,0.0,4,2,3441.449703196347,294.91764814814815,4894.155759113366
4,0.0,4,2,3441.449703196347,294.91764814814815,4894.155759113366
4,0.0,4,2,3441.449703196347,294.91764814814815,4894.155759113366
4,0.0,4,2,3441.449703196347,294.91764814814815,4894.155759113366
4,0.0,4,2,3441.449703196347,294.91764814814815,4894.155759113366
4,0.0,4,2,3441.449703196347,294.91764814814815,4894.155759113366
5,0.0,4,2,3782.7966301369866,294.91764814814815,4894.155759113366
5,0.0,4,2,3782.7966301369866,294.91764814814815,4894.155759113366
5,0.0,4,2,3782.7966301369866,294.91764814814815,4894.155759113366
5,0.0,4,2,3782.7966301369866,294.91764814814815,4894.155759113366
5,0.0,4,2,3782.7966301369866,294.91764814814815,4894.155759113366
5,0.0,4,2,3782.7966301369866,294.91764814814815,4894.155759113366
6,0.0,4,2,4435.286328767123,294.91764814814815,4894.155759113366
6,0.0,4,2,4435.286328767123,294.91764814814815,4894.155759113366
6,0.0,4,2,4435.286328767123,294.91764814814815,4894.155759113366
6,0.0,4,2,4435.286328767123,294.91764814814815,4894.155759113366
6,0.0,4,2,4435.286328767123,294.91764814814815,4894.155759113366
6,0.0,4,2,4435.286328767123,294.91764814814815,4894.155759113366
7,0.0,4,2,4989.990867976245,294.91764814814815,4894.155759113366
7,0.0,4,2,4989.990867976245,294.91764814814815,4894.155759113366
7,0.0,4,2,4989.990867976245,294.91764814814815,4894.155759113366
7,0.0,4,2,4989.990867976245,294.91764814814815,4894.155759113366
7,0.0,4,2,4989.990867976245,294.91764814814815,4894.155759113366
7,0.0,4,2,4989.990867976245,294.91764814814815,4894.155759113366
8,0.0,4,2,5308.418885844749,294.91764814814815,4894.155759113366
8,0.0,4,2,5308.418885844749,294.91764814814815,4894.155759113366
8,0.0,4,2,5308.418885844749,294.91764814814815,4894.155759113366
8,0.0,4,2,5308.418885844749,294.91764814814815,4894.155759113366
8,0.0,4,2,5308.418885844749,294.91764814814815,4894.155759113366
8,0.0,4,2,5308.418885844749,294.91764814814815,4894.155759113366
9,0.0,4,2,5479.359068067611,294.91764814814815,4894.155759113366
9,0.0,4,2,5479.359068067611,294.91764814814815,4894.155759113366
9,0.0,4,2,5479.359068067611,294.91764814814815,4894.155759113366
9,0.0,4,2,5479.359068067611,294.91764814814815,4894.155759113366
9,0.0,4,2,5479.359068067611,294.91764814814815,4894.155759113366
9,0.0,4,2,5479.359068067611,294.91764814814815,4894.155759113366
10,0.0,4,2,5454.895655550479,294.91764814814815,4894.155759113366
10,0.0,4,2,5454.895655550479,294.91764814814815,4894.155759113366
10,0.0,4,2,5454.895655550479,294.91764814814815,4894.155759113366
10,0.0,4,2,5454.895655550479,294.91764814814815,4894.155759113366
10,0.0,4,2,5454.895655550479,294.91764814814815,4894.155759113366
10,0.0,4,2,5454.895655550479,294.91764814814815,4894.155759113366
11,0.0,4,2,5369.6498812785385,294.91764814814815,4894.155759113366
11,0.0,4,2,5369.6498812785385,294.91764814814815,4894.155759113366
11,0.0,4,2,5369.6498812785385,294.91764814814815,4894.155759113366
11,0.0,4,2,5369.6498812785385,294.91764814814815,4894.155759113366
11,0.0,4,2,5369.6498812785385,294.91764814814815,4894.155759113366
11,0.0,4,2,5369.6498812785385,294.91764814814815,4894.155759113366
12,0.0,4,2,5347.095989036089,294.91764814814815,4894.155759113366
12,0.0,4,2,5347.095989036089,294.91764814814815,4894.155759113366
12,0.0,4,2,5347.095989036089,294.91764814814815,4894.155759113366
12,0.0,4,2,5347.095989036089,294.91764814814815,4894.155759113366
12,0.0,4,2,5347.095989036089,294.91764814814815,4894.155759113366
12,0.0,4,2,5347.095989036089,294.91764814814815,4894.155759113366
13,0.0,4,2,5666.37997715852,294.91764814814815,4894.155759113366
13,0.0,4,2,5666.37997715852,294.91764814814815,4894.155759113366
13,0.0,4,2,5666.37997715852,294.91764814814815,4894.155759113366
13,0.0,4,2,5666.37997715852,294.91764814814815,4894.155759113366
13,0.0,4,2,5666.37997715852,294.91764814814815,4894.155759113366
13,0.0,4,2,5666.37997715852,294.91764814814815,4894.155759113366
14,0.0,4,2,5624.91337912088,294.91764814814815,4894.155759113366
14,0.0,4,2,5624.91337912088,294.91764814814815,4894.155759113366
14,0.0,4,2,5624.91337912088,294.91764814814815,4894.155759113366
14,0.0,4,2,5624.91337912088,294.91764814814815,4894.155759113366
14,0.0,4,2,5624.91337912088,294.91764814814815,4894.155759113366
14,0.0,4,2,5624.91337912088,294.91764814814815,4894.155759113366
15,0.0,4,2,5407.430425824176,294.91764814814815,4894.155759113366
15,0.0,4,2,5407.430425824176,294.91764814814815,4894.155759113366
15,0.0,4,2,5407.430425824176,294.91764814814815,4894.155759113366
15,0.0,4,2,5407.430425824176,294.91764814814815,4894.155759113366
15,0.0,4,2,5407.430425824176,294.91764814814815,4894.155759113366
15,0.0,4,2,5407.430425824176,294.91764814814815,4894.155759113366
16,0.0,4,2,5072.167733516483,294.91764814814815,4894.155759113366
16,0.0,4,2,5072.167733516483,294.91764814814815,4894.155759113366
16,0.0,4,2,5072.167733516483,294.91764814814815,4894.155759113366
16,0.0,4,2,5072.167733516483,294.91764814814815,4894.155759113366
16,0.0,4,2,5072.167733516483,294.91764814814815,4894.155759113366
16,0.0,4,2,5072.167733516483,294.91764814814815,4894.155759113366
17,0.0,4,2,4452.802573260074,294.91764814814815,4894.155759113366
17,0.0,4,2,4452.802573260074,294.91764814814815,4894.155759113366
17,0.0,4,2,4452.802573260074,294.91764814814815,4894.155759113366
17,0.0,4,2,4452.802573260074,294.91764814814815,4894.155759113366
17,0.0,4,2,4452.802573260074,294.91764814814815,4894.155759113366
17,0.0,4,2,4452.802573260074,294.91764814814815,4894.155759113366
18,0.0,4,2,4100.877545787546,294.91764814814815,4894.155759113366
18,0.0,4,2,4100.877545787546,294.91764814814815,4894.155759113366
18,0.0,4,2,4100.877545787546,294.91764814814815,4894.155759113366
18,0.0,4,2,4100.877545787546,294.91764814814815,4894.155759113366
18,0.0,4,2,4100.877545787546,294.91764814814815,4894.155759113366
18,0.0,4,2,4100.877545787546,294.91764814814815,4894.155759113366
19,0.0,4,2,3881.0380128205124,294.91764814814815,4894.155759113366
19,0.0,4,2,3881.0380128205124,294.91764814814815,4894.155759113366
19,0.0,4,2,3881.0380128205124,294.91764814814815,4894.155759113366
19,0.0,4,2,3881.0380128205124,294.91764814814815,4894.155759113366
19,0.0,4,2,3881.0380128205124,294.91764814814815,4894.155759113366
19,0.0,4,2,3881.0380128205124,294.91764814814815,4894.155759113366
20,0.0,4,2,3863.189253663004,294.91764814814815,4894.155759113366
20,0.0,4,2,3863.189253663004,294.91764814814815,4894.155759113366
20,0.0,4,2,3863.189253663004,294.91764814814815,4894.155759113366
20,0.0,4,2,3863.189253663004,294.91764814814815,4894.155759113366
20,0.0,4,2,3863.189253663004,294.91764814814815,4894.155759113366
20,0.0,4,2,3863.189253663004,294.91764814814815,4894.155759113366
21,0.0,4,2,3721.884642857143,294.91764814814815,4894.155759113366
21,0.0,4,2,3721.884642857143,294.91764814814815,4894.155759113366
21,0.0,4,2,3721.884642857143,294.91764814814815,4894.155759113366
21,0.0,4,2,3721.884642857143,294.91764814814815,4894.155759113366
21,0.0,4,2,3721.884642857143,294.91764814814815,4894.155759113366
21,0.0,4,2,3721.884642857143,294.91764814814815,4894.155759113366
22,0.0,4,2,3521.370782967033,294.91764814814815,4894.155759113366
22,0.0,4,2,3521.370782967033,294.91764814814815,4894.155759113366
22,0.0,4,2,3521.370782967033,294.91764814814815,4894.155759113366
22,0.0,4,2,3521.370782967033,294.91764814814815,4894.155759113366
22,0.0,4,2,3521.370782967033,294.91764814814815,4894.155759113366
22,0.0,4,2,3521.370782967033,294.91764814814815,4894.155759113366
23,0.0,4,2,3374.662664835165,294.91764814814815,4894.155759113366
23,0.0,4,2,3374.662664835165,294.91764814814815,4894.155759113366
23,0.0,4,2,3374.662664835165,294.91764814814815,4894.155759113366
23,0.0,4,2,3374.662664835165,294.91764814814815,4894.155759113366
23,0.0,4,2,3374.662664835165,294.91764814814815,4894.155759113366
23,0.0,4,2,3374.662664835165,294.91764814814815,4894.155759113366
0,0.0,4,3,3319.424849177331,294.91764814814815,4677.429388469828
0,0.0,4,3,3319.424849177331,294.91764814814815,4677.429388469828
0,0.0,4,3,3319.424849177331,294.91764814814815,4677.429388469828
0,0.0,4,3,3319.424849177331,294.91764814814815,4677.429388469828
0,0.0,4,3,3319.424849177331,294.91764814814815,4677.429388469828
0,0.0,4,3,3319.424849177331,294.91764814814815,4677.429388469828
1,0.0,4,3,3325.8611461187215,294.91764814814815,4677.429388469828
1,0.0,4,3,3325.8611461187215,294.91764814814815,4677.429388469828
1,0.0,4,3,3325.8611461187215,294.91764814814815,4677.429388469828
1,0.0,4,3,3325.8611461187215,294.91764814814815,4677.429388469828
1,0.0,4,3,3325.8611461187215,294.91764814814815,4677.429388469828
1,0.0,4,3,3325.8611461187215,294.91764814814815,4677.429388469828
2,0.0,4,3,3353.5758538812784,294.91764814814815,4677.429388469828
2,0.0,4,3,3353.5758538812784,294.91764814814815,4677.429388469828
2,0.0,4,3,3353.5758538812784,294.91764814814815,4677.429388469828
2,0.0,4,3,3353.5758538812784,294.91764814814815,4677.429388469828
2,0.0,4,3,3353.5758538812784,294.91764814814815,4677.429388469828
2,0.0,4,3,3353.5758538812784,294.91764814814815,4677.429388469828
3,0.0,4,3,3341.835109589041,294.91764814814815,4677.429388469828
3,0.0,4,3,3341.835109589041,294.91764814814815,4677.429388469828
3,0.0,4,3,3341.835109589041,294.91764814814815,4677.429388469828
3,0.0,4,3,3341.835109589041,294.91764814814815,4677.429388469828
3,0.0,4,3,3341.835109589041,294.91764814814815,4677.429388469828
3,0.0,4,3,3341.835109589041,294.91764814814815,4677.429388469828
4,0.0,4,3,3441.449703196347,294.91764814814815,4677.429388469828
4,0.0,4,3,3441.449703196347,294.91764814814815,4677.429388469828
4,0.0,4,3,3441.449703196347,294.91764814814815,4677.429388469828
4,0.0,4,3,3441.449703196347,294.91764814814815,4677.429388469828
4,0.0,4,3,3441.449703196347,294.91764814814815,4677.429388469828
4,0.0,4,3,3441.449703196347,294.91764814814815,4677.429388469828
5,0.0,4,3,3782.7966301369866,294.91764814814815,4677.429388469828
5,0.0,4,3,3782.7966301369866,294.91764814814815,4677.429388469828
5,0.0,4,3,3782.7966301369866,294.91764814814815,4677.429388469828
5,0.0,4,3,3782.7966301369866,294.91764814814815,4677.429388469828
5,0.0,4,3,3782.7966301369866,294.91764814814815,4677.429388469828
5,0.0,4,3,3782.7966301369866,294.91764814814815,4677.429388469828
6,0.0,4,3,4435.286328767123,294.91764814814815,4677.429388469828
6,0.0,4,3,4435.286328767123,294.91764814814815,4677.429388469828
6,0.0,4,3,4435.286328767123,294.91764814814815,4677.429388469828
6,0.0,4,3,4435.286328767123,294.91764814814815,4677.429388469828
6,0.0,4,3,4435.286328767123,294.91764814814815,4677.429388469828
6,0.0,4,3,4435.286328767123,294.91764814814815,4677.429388469828
7,0.0,4,3,4989.990867976245,294.91764814814815,4677.429388469828
7,0.0,4,3,4989.990867976245,294.91764814814815,4677.429388469828
7,0.0,4,3,4989.990867976245,294.91764814814815,4677.429388469828
7,0.0,4,3,4989.990867976245,294.91764814814815,4677.429388469828
7,0.0,4,3,4989.990867976245,294.91764814814815,4677.429388469828
7,0.0,4,3,4989.990867976245,294.91764814814815,4677.429388469828
8,0.0,4,3,5308.418885844749,294.91764814814815,4677.429388469828
8,0.0,4,3,5308.418885844749,294.91764814814815,4677.429388469828
8,0.0,4,3,5308.418885844749,294.91764814814815,4677.429388469828
8,0.0,4,3,5308.418885844749,294.91764814814815,4677.429388469828
8,0.0,4,3,5308.418885844749,294.91764814814815,4677.429388469828
8,0.0,4,3,5308.418885844749,294.91764814814815,4677.429388469828
9,0.0,4,3,5479.359068067611,294.91764814814815,4677.429388469828
9,0.0,4,3,5479.359068067611,294.91764814814815,4677.429388469828
9,0.0,4,3,5479.359068067611,294.91764814814815,4677.429388469828
9,0.0,4,3,5479.359068067611,294.91764814814815,4677.429388469828
9,0.0,4,3,5479.359068067611,294.91764814814815,4677.429388469828
9,0.0,4,3,5479.359068067611,294.91764814814815,4677.429388469828
10,0.0,4,3,5454.895655550479,294.91764814814815,4677.429388469828
10,0.0,4,3,5454.895655550479,294.91764814814815,4677.429388469828
10,0.0,4,3,5454.895655550479,294.91764814814815,4677.429388469828
10,0.0,4,3,5454.895655550479,294.91764814814815,4677.429388469828
10,0.0,4,3,5454.895655550479,294.91764814814815,4677.429388469828
10,0.0,4,3,5454.895655550479,294.91764814814815,4677.429388469828
11,0.0,4,3,5369.6498812785385,294.91764814814815,4677.429388469828
11,0.0,4,3,5369.6498812785385,294.91764814814815,4677.429388469828
11,0.0,4,3,5369.6498812785385,294.91764814814815,4677.429388469828
11,0.0,4,3,5369.6498812785385,294.91764814814815,4677.429388469828
11,0.0,4,3,5369.6498812785385,294.91764814814815,4677.429388469828
11,0.0,4,3,5369.6498812785385,294.91764814814815,4677.429388469828
12,0.0,4,3,5347.095989036089,294.91764814814815,4677.429388469828
12,0.0,4,3,5347.095989036089,294.91764814814815,4677.429388469828
12,0.0,4,3,5347.095989036089,294.91764814814815,4677.429388469828
12,0.0,4,3,5347.095989036089,294.91764814814815,4677.429388469828
12,0.0,4,3,5347.095989036089,294.91764814814815,4677.429388469828
12,0.0,4,3,5347.095989036089,294.91764814814815,4677.429388469828
13,0.0,4,3,5666.37997715852,294.91764814814815,4677.429388469828
13,0.0,4,3,5666.37997715852,294.91764814814815,4677.429388469828
13,0.0,4,3,5666.37997715852,294.91764814814815,4677.429388469828
13,0.0,4,3,5666.37997715852,294.91764814814815,4677.429388469828
13,0.0,4,3,5666.37997715852,294.91764814814815,4677.429388469828
13,0.0,4,3,5666.37997715852,294.91764814814815,4677.429388469828
14,0.0,4,3,5624.91337912088,294.91764814814815,4677.429388469828
14,0.0,4,3,5624.91337912088,294.91764814814815,4677.429388469828
14,0.0,4,3,5624.91337912088,294.91764814814815,4677.429388469828
14,0.0,4,3,5624.91337912088,294.91764814814815,4677.429388469828
14,0.0,4,3,5624.91337912088,294.91764814814815,4677.429388469828
14,0.0,4,3,5624.91337912088,294.91764814814815,4677.429388469828
15,0.0,4,3,5407.430425824176,294.91764814814815,4677.429388469828
15,0.0,4,3,5407.430425824176,294.91764814814815,4677.429388469828
15,0.0,4,3,5407.430425824176,294.91764814814815,4677.429388469828
15,0.0,4,3,5407.430425824176,294.91764814814815,4677.429388469828
15,0.0,4,3,5407.430425824176,294.91764814814815,4677.429388469828
15,0.0,4,3,5407.430425824176,294.91764814814815,4677.429388469828
16,0.0,4,3,5072.167733516483,294.91764814814815,4677.429388469828
16,0.0,4,3,5072.167733516483,294.91764814814815,4677.429388469828
16,0.0,4,3,5072.167733516483,294.91764814814815,4677.429388469828
16,0.0,4,3,5072.167733516483,294.91764814814815,4677.429388469828
16,0.0,4,3,5072.167733516483,294.91764814814815,4677.429388469828
16,0.0,4,3,5072.167733516483,294.91764814814815,4677.429388469828
17,0.0,4,3,4452.802573260074,294.91764814814815,4677.429388469828
17,0.0,4,3,4452.802573260074,294.91764814814815,4677.429388469828
17,0.0,4,3,4452.802573260074,294.91764814814815,4677.429388469828
17,0.0,4,3,4452.802573260074,294.91764814814815,4677.429388469828
17,0.0,4,3,4452.802573260074,294.91764814814815,4677.429388469828
17,0.0,4,3,4452.802573260074,294.91764814814815,4677.429388469828
18,0.0,4,3,4100.877545787546,294.91764814814815,4677.429388469828
18,0.0,4,3,4100.877545787546,294.91764814814815,4677.429388469828
18,0.0,4,3,4100.877545787546,294.91764814814815,4677.429388469828
18,0.0,4,3,4100.877545787546,294.91764814814815,4677.429388469828
18,0.0,4,3,4100.877545787546,294.91764814814815,4677.429388469828
18,0.0,4,3,4100.877545787546,294.91764814814815,4677.429388469828
19,0.0,4,3,3881.0380128205124,294.91764814814815,4677.429388469828
19,0.0,4,3,3881.0380128205124,294.91764814814815,4677.429388469828
19,0.0,4,3,3881.0380128205124,294.91764814814815,4677.429388469828
19,0.0,4,3,3881.0380128205124,294.91764814814815,4677.429388469828
19,0.0,4,3,3881.0380128205124,294.91764814814815,4677.429388469828
19,0.0,4,3,3881.0380128205124,294.91764814814815,4677.429388469828
20,0.0,4,3,3863.189253663004,294.91764814814815,4677.429388469828
20,0.0,4,3,3863.189253663004,294.91764814814815,4677.429388469828
20,0.0,4,3,3863.189253663004,294.91764814814815,4677.429388469828
20,0.0,4,3,3863.189253663004,294.91764814814815,4677.429388469828
20,0.0,4,3,3863.189253663004,294.91764814814815,4677.429388469828
20,0.0,4,3,3863.189253663004,294.91764814814815,4677.429388469828
21,0.0,4,3,3721.884642857143,294.91764814814815,4677.429388469828
21,0.0,4,3,3721.884642857143,294.91764814814815,4677.429388469828
21,0.0,4,3,3721.884642857143,294.91764814814815,4677.429388469828
21,0.0,4,3,3721.884642857143,294.91764814814815,4677.429388469828
21,0.0,4,3,3721.884642857143,294.91764814814815,4677.429388469828
21,0.0,4,3,3721.884642857143,294.91764814814815,4677.429388469828
22,0.0,4,3,3521.370782967033,294.91764814814815,4677.429388469828
22,0.0,4,3,3521.370782967033,294.91764814814815,4677.429388469828
22,0.0,4,3,3521.370782967033,294.91764814814815,4677.429388469828
22,0.0,4,3,3521.370782967033,294.91764814814815,4677.429388469828
22,0.0,4,3,3521.370782967033,294.91764814814815,4677.429388469828
22,0.0,4,3,3521.370782967033,294.91764814814815,4677.429388469828
23,0.0,4,3,3374.662664835165,294.91764814814815,4677.429388469828
23,0.0,4,3,3374.662664835165,294.91764814814815,4677.429388469828
23,0.0,4,3,3374.662664835165,294.91764814814815,4677.429388469828
23,0.0,4,3,3374.662664835165,294.91764814814815,4677.429388469828
23,0.0,4,3,3374.662664835165,294.91764814814815,4677.429388469828
23,0.0,4,3,3374.662664835165,294.91764814814815,4677.429388469828
0,0.0,4,4,3319.424849177331,294.91764814814815,4606.526635052097
0,0.0,4,4,3319.424849177331,294.91764814814815,4606.526635052097
0,0.0,4,4,3319.424849177331,294.91764814814815,4606.526635052097
0,0.0,4,4,3319.424849177331,294.91764814814815,4606.526635052097
0,0.0,4,4,3319.424849177331,294.91764814814815,4606.526635052097
0,0.0,4,4,3319.424849177331,294.91764814814815,4606.526635052097
1,0.0,4,4,3325.8611461187215,294.91764814814815,4606.526635052097
1,0.0,4,4,3325.8611461187215,294.91764814814815,4606.526635052097
1,0.0,4,4,3325.8611461187215,294.91764814814815,4606.526635052097
1,0.0,4,4,3325.8611461187215,294.91764814814815,4606.526635052097
1,0.0,4,4,3325.8611461187215,294.91764814814815,4606.526635052097
1,0.0,4,4,3325.8611461187215,294.91764814814815,4606.526635052097
2,0.0,4,4,3353.5758538812784,294.91764814814815,4606.526635052097
2,0.0,4,4,3353.5758538812784,294.91764814814815,4606.526635052097
2,0.0,4,4,3353.5758538812784,294.91764814814815,4606.526635052097
2,0.0,4,4,3353.5758538812784,294.91764814814815,4606.526635052097
2,0.0,4,4,3353.5758538812784,294.91764814814815,4606.526635052097
2,0.0,4,4,3353.5758538812784,294.91764814814815,4606.526635052097
3,0.0,4,4,3341.835109589041,294.91764814814815,4606.526635052097
3,0.0,4,4,3341.835109589041,294.91764814814815,4606.526635052097
3,0.0,4,4,3341.835109589041,294.91764814814815,4606.526635052097
3,0.0,4,4,3341.835109589041,294.91764814814815,4606.526635052097
3,0.0,4,4,3341.835109589041,294.91764814814815,4606.526635052097
3,0.0,4,4,3341.835109589041,294.91764814814815,4606.526635052097
4,0.0,4,4,3441.449703196347,294.91764814814815,4606.526635052097
4,0.0,4,4,3441.449703196347,294.91764814814815,4606.526635052097
4,0.0,4,4,3441.449703196347,294.91764814814815,4606.526635052097
