Hora,KW,Meses,Días de la Semana,kW_promedio(Hora),kW_promedio(Meses),kW_promedio(Semana)
6,2600.91,1,2,4435.286328767123,2990.786090949821,4894.155759113366
7,2599.1,1,2,4989.990867976245,2990.786090949821,4894.155759113366
7,2649.37,1,2,4989.990867976245,2990.786090949821,4894.155759113366
7,2752.95,1,2,4989.990867976245,2990.786090949821,4894.155759113366
7,2812.56,1,2,4989.990867976245,2990.786090949821,4894.155759113366
7,2806.6,1,2,4989.990867976245,2990.786090949821,4894.155759113366
7,2950.45,1,2,4989.990867976245,2990.786090949821,4894.155759113366
8,2982.55,1,2,5308.418885844749,2990.786090949821,4894.155759113366
8,3060.37,1,2,5308.418885844749,2990.786090949821,4894.155759113366
8,3176.55,1,2,5308.418885844749,2990.786090949821,4894.155759113366
8,3180.09,1,2,5308.418885844749,2990.786090949821,4894.155759113366
8,3271.12,1,2,5308.418885844749,2990.786090949821,4894.155759113366
8,3353.1,1,2,5308.418885844749,2990.786090949821,4894.155759113366
9,3307.21,1,2,5479.359068067611,2990.786090949821,4894.155759113366
9,3285.4,1,2,5479.359068067611,2990.786090949821,4894.155759113366
9,3323.92,1,2,5479.359068067611,2990.786090949821,4894.155759113366
9,3439.1,1,2,5479.359068067611,2990.786090949821,4894.155759113366
9,3425.72,1,2,5479.359068067611,2990.786090949821,4894.155759113366
9,3551.57,1,2,5479.359068067611,2990.786090949821,4894.155759113366
10,3500.26,1,2,5454.895655550479,2990.786090949821,4894.155759113366
10,3586.42,1,2,5454.895655550479,2990.786090949821,4894.155759113366
10,3662.08,1,2,5454.895655550479,2990.786090949821,4894.155759113366
10,3641.81,1,2,5454.895655550479,2990.786090949821,4894.155759113366
10,3767.61,1,2,5454.895655550479,2990.786090949821,4894.155759113366
10,3801.03,1,2,5454.895655550479,2990.786090949821,4894.155759113366
11,3888.34,1,2,5369.6498812785385,2990.786090949821,4894.155759113366
11,3868.28,1,2,5369.6498812785385,2990.786090949821,4894.155759113366
11,3833.48,1,2,5369.6498812785385,2990.786090949821,4894.155759113366
11,3608.43,1,2,5369.6498812785385,2990.786090949821,4894.155759113366
11,3594.97,1,2,5369.6498812785385,2990.786090949821,4894.155759113366
11,3587.6,1,2,5369.6498812785385,2990.786090949821,4894.155759113366
12,3566.93,1,2,5347.095989036089,2990.786090949821,4894.155759113366
12,3581.21,1,2,5347.095989036089,2990.786090949821,4894.155759113366
12,3605.16,1,2,5347.095989036089,2990.786090949821,4894.155759113366
12,3635.53,1,2,5347.095989036089,2990.786090949821,4894.155759113366
12,3664.4,1,2,5347.095989036089,2990.786090949821,4894.155759113366
12,3743.05,1,2,5347.095989036089,2990.786090949821,4894.155759113366
13,3768.15,1,2,5666.37997715852,2990.786090949821,4894.155759113366
13,3910.1,1,2,5666.37997715852,2990.786090949821,4894.155759113366
13,3951.43,1,2,5666.37997715852,2990.786090949821,4894.155759113366
13,3854.86,1,2,5666.37997715852,2990.786090949821,4894.155759113366
13,3757.76,1,2,5666.37997715852,2990.786090949821,4894.155759113366
13,3724.96,1,2,5666.37997715852,2990.786090949821,4894.155759113366
14,3736.33,1,2,5624.91337912088,2990.786090949821,4894.155759113366
14,3697.41,1,2,5624.91337912088,2990.786090949821,4894.155759113366
14,3796.82,1,2,5624.91337912088,2990.786090949821,4894.155759113366
14,3795.7,1,2,5624.91337912088,2990.786090949821,4894.155759113366
14,3764.12,1,2,5624.91337912088,2990.786090949821,4894.155759113366
14,3821.28,1,2,5624.91337912088,2990.786090949821,4894.155759113366
15,3800.55,1,2,5407.430425824176,2990.786090949821,4894.155759113366
15,3644.55,1,2,5407.430425824176,2990.786090949821,4894.155759113366
15,3677.41,1,2,5407.430425824176,2990.786090949821,4894.155759113366
15,3706.09,1,2,5407.430425824176,2990.786090949821,4894.155759113366
15,3795.88,1,2,5407.430425824176,2990.786090949821,4894.155759113366
15,3714.02,1,2,5407.430425824176,2990.786090949821,4894.155759113366
16,3703.32,1,2,5072.167733516483,2990.786090949821,4894.155759113366
16,3649.96,1,2,5072.167733516483,2990.786090949821,4894.155759113366
16,3567.98,1,2,5072.167733516483,2990.786090949821,4894.155759113366
16,3493.09,1,2,5072.167733516483,2990.786090949821,4894.155759113366
16,3440.75,1,2,5072.167733516483,2990.786090949821,4894.155759113366
16,3334.19,1,2,5072.167733516483,2990.786090949821,4894.155759113366
17,3284.47,1,2,4452.802573260074,2990.786090949821,4894.155759113366
17,3151.88,1,2,4452.802573260074,2990.786090949821,4894.155759113366
17,2980.43,1,2,4452.802573260074,2990.786090949821,4894.155759113366
17,2869.09,1,2,4452.802573260074,2990.786090949821,4894.155759113366
17,2872.06,1,2,4452.802573260074,2990.786090949821,4894.155759113366
17,2874.41,1,2,4452.802573260074,2990.786090949821,4894.155759113366
18,2819.19,1,2,4100.877545787546,2990.786090949821,4894.155759113366
18,2759.71,1,2,4100.877545787546,2990.786090949821,4894.155759113366
18,2760.77,1,2,4100.877545787546,2990.786090949821,4894.155759113366
18,2698.12,1,2,4100.877545787546,2990.786090949821,4894.155759113366
18,2623.57,1,2,4100.877545787546,2990.786090949821,4894.155759113366
18,2583.64,1,2,4100.877545787546,2990.786090949821,4894.155759113366
19,2491.2,1,2,3881.0380128205124,2990.786090949821,4894.155759113366
19,2550.43,1,2,3881.0380128205124,2990.786090949821,4894.155759113366
19,2612.56,1,2,3881.0380128205124,2990.786090949821,4894.155759113366
19,2632.99,1,2,3881.0380128205124,2990.786090949821,4894.155759113366
19,2596.12,1,2,3881.0380128205124,2990.786090949821,4894.155759113366
19,2644.21,1,2,3881.0380128205124,2990.786090949821,4894.155759113366
20,2593.41,1,2,3863.189253663004,2990.786090949821,4894.155759113366
20,2607.26,1,2,3863.189253663004,2990.786090949821,4894.155759113366
20,2511.55,1,2,3863.189253663004,2990.786090949821,4894.155759113366
20,2433.8,1,2,3863.189253663004,2990.786090949821,4894.155759113366
20,2423.23,1,2,3863.189253663004,2990.786090949821,4894.155759113366
20,2505.27,1,2,3863.189253663004,2990.786090949821,4894.155759113366
21,2491.99,1,2,3721.884642857143,2990.786090949821,4894.155759113366
21,2344.18,1,2,3721.884642857143,2990.786090949821,4894.155759113366
21,2377.12,1,2,3721.884642857143,2990.786090949821,4894.155759113366
21,2393.56,1,2,3721.884642857143,2990.786090949821,4894.155759113366
21,2340.96,1,2,3721.884642857143,2990.786090949821,4894.155759113366
21,2320.54,1,2,3721.884642857143,2990.786090949821,4894.155759113366
22,2271.21,1,2,3521.370782967033,2990.786090949821,4894.155759113366
22,2229.33,1,2,3521.370782967033,2990.786090949821,4894.155759113366
22,2227.97,1,2,3521.370782967033,2990.786090949821,4894.155759113366
22,2233.57,1,2,3521.370782967033,2990.786090949821,4894.155759113366
22,2224.08,1,2,3521.370782967033,2990.786090949821,4894.155759113366
22,2187.43,1,2,3521.370782967033,2990.786090949821,4894.155759113366
23,2153.49,1,2,3374.662664835165,2990.786090949821,4894.155759113366
23,2165.2,1,2,3374.662664835165,2990.786090949821,4894.155759113366
23,2156.03,1,2,3374.662664835165,2990.786090949821,4894.155759113366
23,2141.86,1,2,3374.662664835165,2990.786090949821,4894.155759113366
23,2096.33,1,2,3374.662664835165,2990.786090949821,4894.155759113366
23,2072.74,1,2,3374.662664835165,2990.786090949821,4894.155759113366
0,2076.21,1,3,3319.424849177331,2990.786090949821,4677.429388469828
0,2050.88,1,3,3319.424849177331,2990.786090949821,4677.429388469828
0,2001.66,1,3,3319.424849177331,2990.786090949821,4677.429388469828
0,2009.47,1,3,3319.424849177331,2990.786090949821,4677.429388469828
0,2019.48,1,3,3319.424849177331,2990.786090949821,4677.429388469828
0,2023.6,1,3,3319.424849177331,2990.786090949821,4677.429388469828
1,2022.4,1,3,3325.8611461187215,2990.786090949821,4677.429388469828
1,2041.33,1,3,3325.8611461187215,2990.786090949821,4677.429388469828
1,2007.16,1,3,3325.8611461187215,2990.786090949821,4677.429388469828
1,1969.05,1,3,3325.8611461187215,2990.786090949821,4677.429388469828
1,2005.72,1,3,3325.8611461187215,2990.786090949821,4677.429388469828
1,2059.0,1,3,3325.8611461187215,2990.786090949821,4677.429388469828
2,2060.58,1,3,3353.5758538812784,2990.786090949821,4677.429388469828
2,2061.5,1,3,3353.5758538812784,2990.786090949821,4677.429388469828
2,2031.09,1,3,3353.5758538812784,2990.786090949821,4677.429388469828
2,2041.41,1,3,3353.5758538812784,2990.786090949821,4677.429388469828
2,2009.98,1,3,3353.5758538812784,2990.786090949821,4677.429388469828
2,2051.52,1,3,3353.5758538812784,2990.786090949821,4677.429388469828
3,2038.94,1,3,3341.835109589041,2990.786090949821,4677.429388469828
3,2036.76,1,3,3341.835109589041,2990.786090949821,4677.429388469828
3,2019.07,1,3,3341.835109589041,2990.786090949821,4677.429388469828
3,1963.3,1,3,3341.835109589041,2990.786090949821,4677.429388469828
3,1942.89,1,3,3341.835109589041,2990.786090949821,4677.429388469828
3,2000.04,1,3,3341.835109589041,2990.786090949821,4677.429388469828
4,1984.92,1,3,3441.449703196347,2990.786090949821,4677.429388469828
4,1993.88,1,3,3441.449703196347,2990.786090949821,4677.429388469828
4,2071.62,1,3,3441.449703196347,2990.786090949821,4677.429388469828
4,2065.51,1,3,3441.449703196347,2990.786090949821,4677.429388469828
4,2085.72,1,3,3441.449703196347,2990.786090949821,4677.429388469828
4,2100.0,1,3,3441.449703196347,2990.786090949821,4677.429388469828
5,2101.97,1,3,3782.7966301369866,2990.786090949821,4677.429388469828
5,2176.76,1,3,3782.7966301369866,2990.786090949821,4677.429388469828
5,2263.37,1,3,3782.7966301369866,2990.786090949821,4677.429388469828
5,2365.88,1,3,3782.7966301369866,2990.786090949821,4677.429388469828
5,2416.9,1,3,3782.7966301369866,2990.786090949821,4677.429388469828
5,2451.09,1,3,3782.7966301369866,2990.786090949821,4677.429388469828
6,2436.74,1,3,4435.286328767123,2990.786090949821,4677.429388469828
6,2722.7,1,3,4435.286328767123,2990.786090949821,4677.429388469828
6,2834.44,1,3,4435.286328767123,2990.786090949821,4677.429388469828
6,2950.41,1,3,4435.286328767123,2990.786090949821,4677.429388469828
6,3080.77,1,3,4435.286328767123,2990.786090949821,4677.429388469828
6,3436.98,1,3,4435.286328767123,2990.786090949821,4677.429388469828
7,3451.92,1,3,4989.990867976245,2990.786090949821,4677.429388469828
7,3591.28,1,3,4989.990867976245,2990.786090949821,4677.429388469828
7,3721.08,1,3,4989.990867976245,2990.786090949821,4677.429388469828
7,3730.37,1,3,4989.990867976245,2990.786090949821,4677.429388469828
7,3793.85,1,3,4989.990867976245,2990.786090949821,4677.429388469828
7,3826.38,1,3,4989.990867976245,2990.786090949821,4677.429388469828
8,3848.47,1,3,5308.418885844749,2990.786090949821,4677.429388469828
8,3832.34,1,3,5308.418885844749,2990.786090949821,4677.429388469828
8,3790.98,1,3,5308.418885844749,2990.786090949821,4677.429388469828
8,3828.08,1,3,5308.418885844749,2990.786090949821,4677.429388469828
8,3799.72,1,3,5308.418885844749,2990.786090949821,4677.429388469828
8,3895.67,1,3,5308.418885844749,2990.786090949821,4677.429388469828
9,3823.23,1,3,5479.359068067611,2990.786090949821,4677.429388469828
9,3798.83,1,3,5479.359068067611,2990.786090949821,4677.429388469828
9,3910.55,1,3,5479.359068067611,2990.786090949821,4677.429388469828
9,3916.71,1,3,5479.359068067611,2990.786090949821,4677.429388469828
9,3930.18,1,3,5479.359068067611,2990.786090949821,4677.429388469828
9,4045.73,1,3,5479.359068067611,2990.786090949821,4677.429388469828
10,4084.49,1,3,5454.895655550479,2990.786090949821,4677.429388469828
10,4151.71,1,3,5454.895655550479,2990.786090949821,4677.429388469828
10,4143.78,1,3,5454.895655550479,2990.786090949821,4677.429388469828
10,4077.05,1,3,5454.895655550479,2990.786090949821,4677.429388469828
10,4149.97,1,3,5454.895655550479,2990.786090949821,4677.429388469828
10,4252.19,1,3,5454.895655550479,2990.786090949821,4677.429388469828
11,4325.95,1,3,5369.6498812785385,2990.786090949821,4677.429388469828
11,4165.02,1,3,5369.6498812785385,2990.786090949821,4677.429388469828
11,4161.06,1,3,5369.6498812785385,2990.786090949821,4677.429388469828
11,4118.13,1,3,5369.6498812785385,2990.786090949821,4677.429388469828
11,4119.06,1,3,5369.6498812785385,2990.786090949821,4677.429388469828
11,4068.78,1,3,5369.6498812785385,2990.786090949821,4677.429388469828
12,4080.62,1,3,5347.095989036089,2990.786090949821,4677.429388469828
12,4080.05,1,3,5347.095989036089,2990.786090949821,4677.429388469828
12,3972.85,1,3,5347.095989036089,2990.786090949821,4677.429388469828
12,3974.68,1,3,5347.095989036089,2990.786090949821,4677.429388469828
12,4065.45,1,3,5347.095989036089,2990.786090949821,4677.429388469828
12,4123.2,1,3,5347.095989036089,2990.786090949821,4677.429388469828
13,4203.26,1,3,5666.37997715852,2990.786090949821,4677.429388469828
13,4325.0,1,3,5666.37997715852,2990.786090949821,4677.429388469828
13,4402.43,1,3,5666.37997715852,2990.786090949821,4677.429388469828
13,4402.38,1,3,5666.37997715852,2990.786090949821,4677.429388469828
13,4244.0,1,3,5666.37997715852,2990.786090949821,4677.429388469828
13,4328.12,1,3,5666.37997715852,2990.786090949821,4677.429388469828
14,4284.75,1,3,5624.91337912088,2990.786090949821,4677.429388469828
14,4272.95,1,3,5624.91337912088,2990.786090949821,4677.429388469828
14,4528.74,1,3,5624.91337912088,2990.786090949821,4677.429388469828
14,4493.62,1,3,5624.91337912088,2990.786090949821,4677.429388469828
14,4434.77,1,3,5624.91337912088,2990.786090949821,4677.429388469828
14,4452.44,1,3,5624.91337912088,2990.786090949821,4677.429388469828
15,4456.77,1,3,5407.430425824176,2990.786090949821,4677.429388469828
15,4390.1,1,3,5407.430425824176,2990.786090949821,4677.429388469828
15,4308.43,1,3,5407.430425824176,2990.786090949821,4677.429388469828
15,4246.36,1,3,5407.430425824176,2990.786090949821,4677.429388469828
15,4310.27,1,3,5407.430425824176,2990.786090949821,4677.429388469828
15,4434.15,1,3,5407.430425824176,2990.786090949821,4677.429388469828
16,4383.53,1,3,5072.167733516483,2990.786090949821,4677.429388469828
16,4214.55,1,3,5072.167733516483,2990.786090949821,4677.429388469828
16,4212.57,1,3,5072.167733516483,2990.786090949821,4677.429388469828
16,4113.88,1,3,5072.167733516483,2990.786090949821,4677.429388469828
16,4064.85,1,3,5072.167733516483,2990.786090949821,4677.429388469828
16,4059.82,1,3,5072.167733516483,2990.786090949821,4677.429388469828
17,3912.29,1,3,4452.802573260074,2990.786090949821,4677.429388469828
17,3677.74,1,3,4452.802573260074,2990.786090949821,4677.429388469828
